,price,size,ask_price,ask_size,bid_price,bid_size
2016-04-14 00:12:08.714507,43.5,,,,,
2016-04-14 00:12:08.715131,,50.0,,,,
2016-04-14 00:12:08.715863,,,,1.0,,
2016-04-14 00:12:08.716590,,50.0,,,,
2016-04-14 00:12:08.943707,,,43.48,,,
2016-04-14 00:12:08.945062,,,,47.0,,
2016-04-14 00:12:08.946158,,,,47.0,,
2016-04-14 00:12:08.947092,,38.0,,,,
2016-04-14 00:12:09.410391,,,43.49,,,
2016-04-14 00:12:09.411737,,,,1.0,,
2016-04-14 00:12:09.412798,,,,1.0,,
2016-04-14 00:12:09.413726,,37.0,,,,
2016-04-14 00:12:09.711919,,,43.48,,,
2016-04-14 00:12:09.713280,,,,52.0,,
2016-04-14 00:12:09.714325,,,,52.0,,
2016-04-14 00:12:09.715241,,35.0,,,,
2016-04-14 00:12:09.947744,,,,,43.48,
2016-04-14 00:12:09.949109,,,,,,2.0
2016-04-14 00:12:09.950099,,,,,,2.0
2016-04-14 00:12:09.952040,43.49,,,,,
2016-04-14 00:12:09.952815,,26.0,,,,
2016-04-14 00:12:09.953626,,,,3.0,,
2016-04-14 00:12:09.954361,,26.0,,,,
2016-04-14 00:12:10.614689,,,,5.0,,
2016-04-14 00:12:10.616232,,12.0,,,,
2016-04-14 00:12:10.850016,,,,,,3.0
2016-04-14 00:12:10.852578,,,,1.0,,
2016-04-14 00:12:10.853500,,44.0,,,,
2016-04-14 00:12:11.085151,,,43.47,,,
2016-04-14 00:12:11.086529,,,,30.0,,
2016-04-14 00:12:11.087712,43.48,,,,,
2016-04-14 00:12:11.088492,,4.0,,,,
2016-04-14 00:12:11.089428,,,,30.0,,
2016-04-14 00:12:11.090333,,4.0,,,,
2016-04-14 00:12:11.818602,,,,,,2.0
2016-04-14 00:12:12.053800,,,,19.0,,
2016-04-14 00:12:12.320532,,,,8.0,,
2016-04-14 00:12:12.321736,,11.0,,,,
2016-04-14 00:12:12.922788,,,,6.0,,
2016-04-14 00:12:12.924331,,17.0,,,,
2016-04-14 00:12:13.158470,,,,33.0,,
2016-04-14 00:12:13.160001,,2.0,,,,
2016-04-14 00:12:13.161988,,,,,43.47,
2016-04-14 00:12:13.162982,,,,,,1.0
2016-04-14 00:12:13.163893,,,,,,1.0
2016-04-14 00:12:13.165742,,,,21.0,,
2016-04-14 00:12:13.166668,,6.0,,,,
2016-04-14 00:12:13.925980,,,,,43.48,
2016-04-14 00:12:13.927336,,,,,,2.0
2016-04-14 00:12:13.928487,,,,,,2.0
2016-04-14 00:12:13.930515,,,,25.0,,
2016-04-14 00:12:13.931418,,1.0,,,,
2016-04-14 00:12:14.326573,,,,15.0,,
2016-04-14 00:12:14.327544,,4.0,,,,
2016-04-14 00:12:14.563239,,,,,43.47,
2016-04-14 00:12:14.564628,,,,,,3.0
2016-04-14 00:12:14.565738,,,,,,3.0
2016-04-14 00:12:14.567774,,,,2.0,,
2016-04-14 00:12:14.569547,,13.0,,,,
2016-04-14 00:12:14.571124,,,,,,1.0
2016-04-14 00:12:14.573585,,,,15.0,,
2016-04-14 00:12:14.574317,,6.0,,,,
2016-04-14 00:12:15.330320,,,,27.0,,
2016-04-14 00:12:15.331172,,4.0,,,,
2016-04-14 00:12:15.632096,,,,,43.48,
2016-04-14 00:12:15.633456,,,,,,1.0
2016-04-14 00:12:15.635593,,,43.48,,,
2016-04-14 00:12:15.636385,,,,2.0,,
2016-04-14 00:12:15.637382,43.49,,,,,
2016-04-14 00:12:15.638186,,25.0,,,,
2016-04-14 00:12:15.638904,,,,2.0,,
2016-04-14 00:12:15.639621,,25.0,,,,
2016-04-14 00:12:15.867512,,,43.47,,,
2016-04-14 00:12:15.868887,,,,20.0,,
2016-04-14 00:12:15.870128,43.48,,,,,
2016-04-14 00:12:15.870909,,6.0,,,,
2016-04-14 00:12:15.871823,,,,20.0,,
2016-04-14 00:12:15.872729,,6.0,,,,
2016-04-14 00:12:16.869848,,,,8.0,,
2016-04-14 00:12:16.871406,,8.0,,,,
2016-04-14 00:12:17.105235,,,,4.0,,
2016-04-14 00:12:17.106775,,21.0,,,,
2016-04-14 00:12:17.341160,,,,,43.47,
2016-04-14 00:12:17.342525,,,,,,1.0
2016-04-14 00:12:17.344684,,,43.46,,,
2016-04-14 00:12:17.345478,,,,79.0,,
2016-04-14 00:12:17.346463,43.47,,,,,
2016-04-14 00:12:17.347313,,1.0,,,,
2016-04-14 00:12:17.348052,,,,79.0,,
2016-04-14 00:12:17.348771,,1.0,,,,
2016-04-14 00:12:17.637273,,,,,,6.0
2016-04-14 00:12:17.873131,,,,9.0,,
2016-04-14 00:12:17.874938,,12.0,,,,
2016-04-14 00:12:17.876088,,,,,,1.0
2016-04-14 00:12:17.877942,,,,39.0,,
2016-04-14 00:12:18.239527,,,,,43.46,
2016-04-14 00:12:18.240889,,,,,,4.0
2016-04-14 00:12:18.242048,,,,,,4.0
2016-04-14 00:12:18.243909,,,,25.0,,
2016-04-14 00:12:18.244821,,13.0,,,,
2016-04-14 00:12:18.841407,,,,8.0,,
2016-04-14 00:12:19.076634,,,,3.0,,
2016-04-14 00:12:19.078183,,21.0,,,,
2016-04-14 00:12:19.312330,,,43.45,,,
2016-04-14 00:12:19.313990,,,,61.0,,
2016-04-14 00:12:19.315017,,,,61.0,,
2016-04-14 00:12:19.316187,,29.0,,,,
2016-04-14 00:12:19.317355,,,,,,6.0
2016-04-14 00:12:19.547553,43.46,,,,,
2016-04-14 00:12:19.548978,,1.0,,,,
2016-04-14 00:12:19.549980,,,,57.0,,
2016-04-14 00:12:19.550920,,1.0,,,,
2016-04-14 00:12:19.782567,43.47,,,,,
2016-04-14 00:12:19.783927,,29.0,,,,
2016-04-14 00:12:19.784847,,,,50.0,,
2016-04-14 00:12:19.785758,,29.0,,,,
2016-04-14 00:12:20.017590,43.46,,,,,
2016-04-14 00:12:20.018994,,1.0,,,,
2016-04-14 00:12:20.020110,,1.0,,,,
2016-04-14 00:12:20.253125,,,,22.0,,
2016-04-14 00:12:20.254667,,6.0,,,,
2016-04-14 00:12:20.848026,,,,6.0,,
2016-04-14 00:12:20.849582,,25.0,,,,
2016-04-14 00:12:21.083572,,,,,43.45,
2016-04-14 00:12:21.084876,,,,,,3.0
2016-04-14 00:12:21.085810,,,,,,3.0
2016-04-14 00:12:21.087791,,,43.44,,,
2016-04-14 00:12:21.088490,,,,24.0,,
2016-04-14 00:12:21.089269,43.45,,,,,
2016-04-14 00:12:21.089896,,6.0,,,,
2016-04-14 00:12:21.090623,,,,24.0,,
2016-04-14 00:12:21.091349,,6.0,,,,
2016-04-14 00:12:21.318358,,,43.45,,,
2016-04-14 00:12:21.319720,,,,3.0,,
2016-04-14 00:12:21.320733,43.46,,,,,
2016-04-14 00:12:21.321522,,28.0,,,,
2016-04-14 00:12:21.322443,,,,3.0,,
2016-04-14 00:12:21.323383,,28.0,,,,
2016-04-14 00:12:21.554061,,,43.44,,,
2016-04-14 00:12:21.555437,,,,61.0,,
2016-04-14 00:12:21.556576,,,,61.0,,
2016-04-14 00:12:21.557491,,23.0,,,,
2016-04-14 00:12:21.558496,43.45,,,,,
2016-04-14 00:12:21.559283,,1.0,,,,
2016-04-14 00:12:21.560196,,,,40.0,,
2016-04-14 00:12:21.560923,,1.0,,,,
2016-04-14 00:12:21.561653,,,,26.0,,
2016-04-14 00:12:21.562376,,6.0,,,,
2016-04-14 00:12:21.851910,,,,7.0,,
2016-04-14 00:12:21.853468,,23.0,,,,
2016-04-14 00:12:22.087449,,,,,,4.0
2016-04-14 00:12:22.353371,,,,19.0,,
2016-04-14 00:12:22.354959,,7.0,,,,
2016-04-14 00:12:22.588874,,,,,43.44,
2016-04-14 00:12:22.590252,,,,,,1.0
2016-04-14 00:12:22.591295,,,,,,1.0
2016-04-14 00:12:22.593160,,,,6.0,,
2016-04-14 00:12:22.594101,,18.0,,,,
2016-04-14 00:12:22.823283,,,,3.0,,
2016-04-14 00:12:22.824832,,42.0,,,,
2016-04-14 00:12:23.058627,,,43.43,,,
2016-04-14 00:12:23.059976,,,,30.0,,
2016-04-14 00:12:23.062008,,,,30.0,,
2016-04-14 00:12:23.062946,,43.0,,,,
2016-04-14 00:12:23.456741,,,,,,5.0
2016-04-14 00:12:23.459541,43.44,,,,,
2016-04-14 00:12:23.460344,,1.0,,,,
2016-04-14 00:12:23.461253,,,,27.0,,
2016-04-14 00:12:23.462148,,1.0,,,,
2016-04-14 00:12:23.692700,,,43.44,,,
2016-04-14 00:12:23.694048,,,,11.0,,
2016-04-14 00:12:23.695326,43.45,,,,,
2016-04-14 00:12:23.696146,,7.0,,,,
2016-04-14 00:12:23.697067,,,,11.0,,
2016-04-14 00:12:23.697975,,7.0,,,,
2016-04-14 00:12:23.699177,,,,,43.45,
2016-04-14 00:12:23.699800,,,,,,1.0
2016-04-14 00:12:23.700534,,,,,,1.0
2016-04-14 00:12:23.702203,,,43.45,,,
2016-04-14 00:12:23.702884,,,,3.0,,
2016-04-14 00:12:23.703679,43.46,,,,,
2016-04-14 00:12:23.704329,,23.0,,,,
2016-04-14 00:12:23.705065,,,,3.0,,
2016-04-14 00:12:23.705779,,23.0,,,,
2016-04-14 00:12:23.927388,,,,10.0,,
2016-04-14 00:12:23.928560,,8.0,,,,
2016-04-14 00:12:23.929604,,,,1.0,,
2016-04-14 00:12:23.930568,,21.0,,,,
2016-04-14 00:12:24.461433,,,43.44,,,
2016-04-14 00:12:24.462818,,,,41.0,,
2016-04-14 00:12:24.463840,,,,41.0,,
2016-04-14 00:12:24.464757,,31.0,,,,
2016-04-14 00:12:24.932042,,,43.45,,,
2016-04-14 00:12:24.933830,,,,1.0,,
2016-04-14 00:12:24.934881,,,,1.0,,
2016-04-14 00:12:24.935818,,29.0,,,,
2016-04-14 00:12:25.364918,,,,4.0,,
2016-04-14 00:12:25.366512,,17.0,,,,
2016-04-14 00:12:25.665984,,,,19.0,,
2016-04-14 00:12:25.667541,,2.0,,,,
2016-04-14 00:12:25.901812,,,,,43.46,
2016-04-14 00:12:25.903194,,,,,,2.0
2016-04-14 00:12:25.904265,,,,,,2.0
2016-04-14 00:12:25.906216,,,43.46,,,
2016-04-14 00:12:25.906989,,,,1.0,,
2016-04-14 00:12:25.908086,43.47,,,,,
2016-04-14 00:12:25.908765,,53.0,,,,
2016-04-14 00:12:25.909480,,,,1.0,,
2016-04-14 00:12:25.910205,,53.0,,,,
2016-04-14 00:12:25.910994,,,43.45,,,
2016-04-14 00:12:25.911611,,,,10.0,,
2016-04-14 00:12:25.912251,43.46,,,,,
2016-04-14 00:12:25.912777,,5.0,,,,
2016-04-14 00:12:25.913383,,,,10.0,,
2016-04-14 00:12:25.913988,,5.0,,,,
2016-04-14 00:12:26.136484,,,,7.0,,
2016-04-14 00:12:26.138043,,7.0,,,,
2016-04-14 00:12:26.139159,,,,3.0,,
2016-04-14 00:12:26.140350,,19.0,,,,
2016-04-14 00:12:26.569789,,,43.44,,,
2016-04-14 00:12:26.571009,,,,41.0,,
2016-04-14 00:12:26.571945,,,,41.0,,
2016-04-14 00:12:26.572906,,43.0,,,,
2016-04-14 00:12:26.805272,,,43.45,,,
2016-04-14 00:12:26.806638,,,,4.0,,
2016-04-14 00:12:26.807824,,,,4.0,,
2016-04-14 00:12:26.808754,,33.0,,,,
2016-04-14 00:12:27.673906,,,43.44,,,
2016-04-14 00:12:27.675313,,,,53.0,,
2016-04-14 00:12:27.676451,,,,53.0,,
2016-04-14 00:12:27.677373,,37.0,,,,
2016-04-14 00:12:27.908692,43.45,,,,,
2016-04-14 00:12:27.909985,,4.0,,,,
2016-04-14 00:12:27.910954,,,,17.0,,
2016-04-14 00:12:27.911874,,4.0,,,,
2016-04-14 00:12:27.912864,,,,6.0,,
2016-04-14 00:12:27.913760,,23.0,,,,
2016-04-14 00:12:28.877489,,,,7.0,,
2016-04-14 00:12:29.378803,,,,13.0,,
2016-04-14 00:12:29.380369,,7.0,,,,
2016-04-14 00:12:29.613791,,,,9.0,,
2016-04-14 00:12:29.615333,,9.0,,,,
2016-04-14 00:12:29.848999,,,,6.0,,
2016-04-14 00:12:29.850543,,22.0,,,,
2016-04-14 00:12:30.084312,,,,9.0,,
2016-04-14 00:12:30.085855,,12.0,,,,
2016-04-14 00:12:30.382676,,,,6.0,,
2016-04-14 00:12:30.384547,,21.0,,,,
2016-04-14 00:12:30.784244,,,,,43.44,
2016-04-14 00:12:30.785329,,,,,,6.0
2016-04-14 00:12:30.786393,,,,,,6.0
2016-04-14 00:12:30.787978,,,43.43,,,
2016-04-14 00:12:30.788600,,,,31.0,,
2016-04-14 00:12:30.789326,,,,31.0,,
2016-04-14 00:12:30.790070,,45.0,,,,
2016-04-14 00:12:31.721203,43.44,,,,,
2016-04-14 00:12:31.722503,,20.0,,,,
2016-04-14 00:12:31.723447,,,,3.0,,
2016-04-14 00:12:31.724368,,20.0,,,,
2016-04-14 00:12:31.725377,,,,5.0,,
2016-04-14 00:12:31.726289,,10.0,,,,
2016-04-14 00:12:32.087582,,,,11.0,,
2016-04-14 00:12:32.088947,,5.0,,,,
2016-04-14 00:12:32.322804,,,,25.0,,
2016-04-14 00:12:32.323851,,3.0,,,,
2016-04-14 00:12:32.889910,,,,12.0,,
2016-04-14 00:12:32.891537,,5.0,,,,
2016-04-14 00:12:33.389900,,,,4.0,,
2016-04-14 00:12:33.391455,,12.0,,,,
2016-04-14 00:12:33.625095,,,,20.0,,
2016-04-14 00:12:33.626923,,3.0,,,,
2016-04-14 00:12:33.891785,,,,,43.43,
2016-04-14 00:12:33.893138,,,,,,4.0
2016-04-14 00:12:33.894169,,,,,,4.0
2016-04-14 00:12:33.896367,,,,14.0,,
2016-04-14 00:12:33.897329,,6.0,,,,
2016-04-14 00:12:34.694213,,,,6.0,,
2016-04-14 00:12:34.695733,,8.0,,,,
2016-04-14 00:12:35.202390,,,,15.0,,
2016-04-14 00:12:35.203343,,4.0,,,,
2016-04-14 00:12:36.005240,,,,17.0,,
2016-04-14 00:12:36.241054,,,,,43.44,
2016-04-14 00:12:36.242202,,,,,,3.0
2016-04-14 00:12:36.243324,,,,,,3.0
2016-04-14 00:12:36.245567,,,43.44,,,
2016-04-14 00:12:36.246480,,,,6.0,,
2016-04-14 00:12:36.247466,43.45,,,,,
2016-04-14 00:12:36.248194,,56.0,,,,
2016-04-14 00:12:36.249067,,,,6.0,,
2016-04-14 00:12:36.249986,,56.0,,,,
2016-04-14 00:12:36.475869,,,,,43.45,
2016-04-14 00:12:36.476990,,,,,,1.0
2016-04-14 00:12:36.477933,,,,,,1.0
2016-04-14 00:12:36.479635,,,43.45,,,
2016-04-14 00:12:36.480284,,,,2.0,,
2016-04-14 00:12:36.481070,43.46,,,,,
2016-04-14 00:12:36.481698,,41.0,,,,
2016-04-14 00:12:36.482366,,,,2.0,,
2016-04-14 00:12:36.482977,,41.0,,,,
2016-04-14 00:12:36.710954,,,,7.0,,
2016-04-14 00:12:36.712638,,26.0,,,,
2016-04-14 00:12:36.713705,,,,9.0,,
2016-04-14 00:12:36.714641,,11.0,,,,
2016-04-14 00:12:36.945841,,,,3.0,,
2016-04-14 00:12:36.947421,,35.0,,,,
2016-04-14 00:12:37.209938,,,43.44,,,
2016-04-14 00:12:37.210976,,,,14.0,,
2016-04-14 00:12:37.212351,43.45,,,,,
2016-04-14 00:12:37.213157,,4.0,,,,
2016-04-14 00:12:37.214082,,,,14.0,,
2016-04-14 00:12:37.215057,,4.0,,,,
2016-04-14 00:12:37.445137,,,43.45,,,
2016-04-14 00:12:37.446593,,,,4.0,,
2016-04-14 00:12:37.447998,43.46,,,,,
2016-04-14 00:12:37.448949,,17.0,,,,
2016-04-14 00:12:37.449904,,,,4.0,,
2016-04-14 00:12:37.451003,,17.0,,,,
2016-04-14 00:12:37.452167,,,,,,3.0
2016-04-14 00:12:37.812413,,,,1.0,,
2016-04-14 00:12:37.813970,,24.0,,,,
2016-04-14 00:12:38.815684,,,,4.0,,
2016-04-14 00:12:38.817486,,20.0,,,,
2016-04-14 00:12:39.116877,,,,37.0,,
2016-04-14 00:12:39.118522,,5.0,,,,
2016-04-14 00:12:39.352964,,,,,43.46,
2016-04-14 00:12:39.354210,,,,,,1.0
2016-04-14 00:12:39.355158,,,,,,1.0
2016-04-14 00:12:39.819435,,,43.46,,,
2016-04-14 00:12:39.820474,,,,1.0,,
2016-04-14 00:12:39.821563,43.47,,,,,
2016-04-14 00:12:39.822347,,35.0,,,,
2016-04-14 00:12:39.823127,,,,1.0,,
2016-04-14 00:12:39.823855,,35.0,,,,
2016-04-14 00:12:40.055189,,,43.45,,,
2016-04-14 00:12:40.056540,,,,5.0,,
2016-04-14 00:12:40.057822,43.46,,,,,
2016-04-14 00:12:40.058627,,13.0,,,,
2016-04-14 00:12:40.059545,,,,5.0,,
2016-04-14 00:12:40.060467,,13.0,,,,
2016-04-14 00:12:40.290094,,,,3.0,,
2016-04-14 00:12:40.291541,,21.0,,,,
2016-04-14 00:12:40.525738,,,43.44,,,
2016-04-14 00:12:40.526992,,,,47.0,,
2016-04-14 00:12:40.528094,,,,47.0,,
2016-04-14 00:12:40.528730,,44.0,,,,
2016-04-14 00:12:40.529263,43.45,,,,,
2016-04-14 00:12:40.529686,,3.0,,,,
2016-04-14 00:12:40.530176,,,,22.0,,
2016-04-14 00:12:40.530663,,3.0,,,,
2016-04-14 00:12:40.923040,,,,6.0,,
2016-04-14 00:12:40.924497,,23.0,,,,
2016-04-14 00:12:41.324940,,,,,43.45,
2016-04-14 00:12:41.326671,,,,,,1.0
2016-04-14 00:12:41.825942,,8.0,,,,
2016-04-14 00:12:42.061154,,,,10.0,,
2016-04-14 00:12:42.062668,,3.0,,,,
2016-04-14 00:12:42.929849,,,,6.0,,
2016-04-14 00:12:42.931442,,32.0,,,,
2016-04-14 00:12:43.933356,,,,2.0,,
2016-04-14 00:12:43.934848,,37.0,,,,
2016-04-14 00:12:44.736033,,,,7.0,,
2016-04-14 00:12:44.737580,,21.0,,,,
2016-04-14 00:12:45.739084,,,,4.0,,
2016-04-14 00:12:45.740293,,31.0,,,,
2016-04-14 00:12:46.643392,,,,2.0,,
2016-04-14 00:12:46.644942,,42.0,,,,
2016-04-14 00:12:47.645500,,49.0,,,,
2016-04-14 00:12:48.448366,,,,,43.44,
2016-04-14 00:12:48.449732,,,,,,1.0
2016-04-14 00:12:48.451923,,,43.43,,,
2016-04-14 00:12:48.452698,,,,12.0,,
2016-04-14 00:12:48.453669,43.44,,,,,
2016-04-14 00:12:48.454417,,2.0,,,,
2016-04-14 00:12:48.455150,,,,12.0,,
2016-04-14 00:12:48.455876,,2.0,,,,
2016-04-14 00:12:48.683471,43.45,,,,,
2016-04-14 00:12:48.684874,,52.0,,,,
2016-04-14 00:12:48.685953,,,,19.0,,
2016-04-14 00:12:48.687076,,52.0,,,,
2016-04-14 00:12:49.250644,,,43.44,,,
2016-04-14 00:12:49.252010,,,,2.0,,
2016-04-14 00:12:49.253408,,,,2.0,,
2016-04-14 00:12:49.254620,,51.0,,,,
2016-04-14 00:12:49.551191,,,,,,3.0
2016-04-14 00:12:49.786825,,,43.43,,,
2016-04-14 00:12:49.788178,,,,34.0,,
2016-04-14 00:12:49.789298,,,,34.0,,
2016-04-14 00:12:49.790217,,54.0,,,,
2016-04-14 00:12:50.554283,,,43.44,,,
2016-04-14 00:12:50.555423,,,,1.0,,
2016-04-14 00:12:50.556472,,,,1.0,,
2016-04-14 00:12:51.055623,,,,,,1.0
2016-04-14 00:12:51.058041,,,43.43,,,
2016-04-14 00:12:51.059074,,,,51.0,,
2016-04-14 00:12:51.060141,,,,51.0,,
2016-04-14 00:12:51.061232,,46.0,,,,
2016-04-14 00:12:51.457391,,,43.44,,,
2016-04-14 00:12:51.458461,,,,2.0,,
2016-04-14 00:12:51.459430,,,,2.0,,
2016-04-14 00:12:51.460360,,36.0,,,,
2016-04-14 00:12:51.692858,,,43.43,,,
2016-04-14 00:12:51.694311,,,,44.0,,
2016-04-14 00:12:51.695692,,,,44.0,,
2016-04-14 00:12:51.696688,,48.0,,,,
2016-04-14 00:12:52.495026,43.44,,,,,
2016-04-14 00:12:52.496551,,1.0,,,,
2016-04-14 00:12:52.497669,,,,23.0,,
2016-04-14 00:12:52.499086,,1.0,,,,
2016-04-14 00:12:52.730253,,,,2.0,,
2016-04-14 00:12:52.731834,,31.0,,,,
2016-04-14 00:12:53.564183,,,,,,2.0
2016-04-14 00:12:53.566728,43.45,,,,,
2016-04-14 00:12:53.567545,,58.0,,,,
2016-04-14 00:12:53.568496,,,,34.0,,
2016-04-14 00:12:53.570272,,58.0,,,,
2016-04-14 00:12:54.166019,43.44,,,,,
2016-04-14 00:12:54.167503,,18.0,,,,
2016-04-14 00:12:54.168726,,,,5.0,,
2016-04-14 00:12:54.169677,,18.0,,,,
2016-04-14 00:12:54.868939,,,,,43.43,
2016-04-14 00:12:54.870361,,,,,,2.0
2016-04-14 00:12:54.872794,,,43.42,,,
2016-04-14 00:12:54.873614,,,,5.0,,
2016-04-14 00:12:54.874648,43.43,,,,,
2016-04-14 00:12:54.875523,,16.0,,,,
2016-04-14 00:12:54.876254,,16.0,,,,
2016-04-14 00:12:55.103683,,13.0,,,,
2016-04-14 00:12:55.338368,,,,3.0,,
2016-04-14 00:12:55.339123,,21.0,,,,
2016-04-14 00:12:55.573497,,,,5.0,,
2016-04-14 00:12:55.575172,,15.0,,,,
2016-04-14 00:12:55.871947,,,,,,3.0
2016-04-14 00:12:56.107099,,,,,43.42,
2016-04-14 00:12:56.108486,,,,,,2.0
2016-04-14 00:12:56.109516,,,,,,2.0
2016-04-14 00:12:56.111543,,,43.41,,,
2016-04-14 00:12:56.112633,,,,63.0,,
2016-04-14 00:12:56.113729,43.42,,,,,
2016-04-14 00:12:56.114596,,1.0,,,,
2016-04-14 00:12:56.115550,,,,63.0,,
2016-04-14 00:12:56.116347,,1.0,,,,
2016-04-14 00:12:56.342375,,,,14.0,,
2016-04-14 00:12:56.343976,,4.0,,,,
2016-04-14 00:12:56.577765,43.43,,,,,
2016-04-14 00:12:56.579133,,32.0,,,,
2016-04-14 00:12:56.580402,,,,46.0,,
2016-04-14 00:12:56.581612,,32.0,,,,
2016-04-14 00:12:56.812927,43.42,,,,,
2016-04-14 00:12:56.814487,,4.0,,,,
2016-04-14 00:12:56.815702,,,,20.0,,
2016-04-14 00:12:56.816614,,4.0,,,,
2016-04-14 00:12:57.048374,,,,,43.41,
2016-04-14 00:12:57.049848,,,,,,5.0
2016-04-14 00:12:57.051231,,,,,,5.0
2016-04-14 00:12:57.053162,,,,9.0,,
2016-04-14 00:12:57.054176,,6.0,,,,
2016-04-14 00:12:57.376352,,,,3.0,,
2016-04-14 00:12:57.377887,,8.0,,,,
2016-04-14 00:12:57.611998,,,,17.0,,
2016-04-14 00:12:57.613422,,4.0,,,,
2016-04-14 00:12:57.877749,,,,,,2.0
2016-04-14 00:12:58.579888,,,43.4,,,
2016-04-14 00:12:58.580672,,,,56.0,,
2016-04-14 00:12:58.581369,43.41,,,,,
2016-04-14 00:12:58.581919,,1.0,,,,
2016-04-14 00:12:58.582415,,,,56.0,,
2016-04-14 00:12:58.582952,,1.0,,,,
2016-04-14 00:12:58.815287,,,,13.0,,
2016-04-14 00:12:58.816691,,12.0,,,,
2016-04-14 00:12:58.817928,,,,26.0,,
2016-04-14 00:12:58.818958,,5.0,,,,
2016-04-14 00:12:59.182659,,,,,,1.0
2016-04-14 00:12:59.185163,,,,40.0,,
2016-04-14 00:12:59.186095,,2.0,,,,
2016-04-14 00:12:59.417789,,,,23.0,,
2016-04-14 00:12:59.419333,,6.0,,,,
2016-04-14 00:12:59.420421,,,,43.0,,
2016-04-14 00:12:59.421484,,1.0,,,,
2016-04-14 00:12:59.652966,,,,22.0,,
2016-04-14 00:12:59.654606,,8.0,,,,
2016-04-14 00:12:59.888952,,,,,,6.0
2016-04-14 00:12:59.891593,,,,39.0,,
2016-04-14 00:12:59.892559,,2.0,,,,
2016-04-14 00:13:00.123529,,,,23.0,,
2016-04-14 00:13:00.175539,,6.0,,,,
2016-04-14 00:13:00.587356,,,,11.0,,
2016-04-14 00:13:00.588604,,7.0,,,,
2016-04-14 00:13:01.725822,,,,,43.4,
2016-04-14 00:13:01.727312,,,,,,1.0
2016-04-14 00:13:01.728315,,,,,,1.0
2016-04-14 00:13:01.730210,,,,10.0,,
2016-04-14 00:13:01.731109,,12.0,,,,
2016-04-14 00:13:01.960718,,,,27.0,,
2016-04-14 00:13:01.961927,,7.0,,,,
2016-04-14 00:13:02.394272,43.42,,,,,
2016-04-14 00:13:02.395621,,45.0,,,,
2016-04-14 00:13:02.396957,,,,39.0,,
2016-04-14 00:13:02.397902,,45.0,,,,
2016-04-14 00:13:02.629567,43.41,,,,,
2016-04-14 00:13:02.630944,,6.0,,,,
2016-04-14 00:13:02.632124,,,,29.0,,
2016-04-14 00:13:02.633050,,6.0,,,,
2016-04-14 00:13:02.864743,43.42,,,,,
2016-04-14 00:13:02.866102,,47.0,,,,
2016-04-14 00:13:02.867218,,,,46.0,,
2016-04-14 00:13:02.868135,,47.0,,,,
2016-04-14 00:13:03.100872,43.41,,,,,
2016-04-14 00:13:03.101537,,6.0,,,,
2016-04-14 00:13:03.102288,,,,24.0,,
2016-04-14 00:13:03.103148,,6.0,,,,
2016-04-14 00:13:03.598031,,,,10.0,,
2016-04-14 00:13:03.599675,,7.0,,,,
2016-04-14 00:13:03.833000,,,,18.0,,
2016-04-14 00:13:03.834577,,9.0,,,,
2016-04-14 00:13:04.200200,,,43.41,,,
2016-04-14 00:13:04.201595,,,,2.0,,
2016-04-14 00:13:04.202722,43.42,,,,,
2016-04-14 00:13:04.203581,,38.0,,,,
2016-04-14 00:13:04.204505,,,,2.0,,
2016-04-14 00:13:04.205424,,38.0,,,,
2016-04-14 00:13:04.435166,,,,23.0,,
2016-04-14 00:13:04.436624,,12.0,,,,
2016-04-14 00:13:04.701852,,,,5.0,,
2016-04-14 00:13:04.703440,,7.0,,,,
2016-04-14 00:13:04.937003,,,,6.0,,
2016-04-14 00:13:04.938601,,8.0,,,,
2016-04-14 00:13:05.172339,,,,3.0,,
2016-04-14 00:13:05.174106,,14.0,,,,
2016-04-14 00:13:05.407907,,,,16.0,,
2016-04-14 00:13:05.409110,,10.0,,,,
2016-04-14 00:13:05.643259,,,,2.0,,
2016-04-14 00:13:05.645138,,17.0,,,,
2016-04-14 00:13:06.508246,,,,1.0,,
2016-04-14 00:13:06.509820,,27.0,,,,
2016-04-14 00:13:06.808955,,,,22.0,,
2016-04-14 00:13:06.810494,,9.0,,,,
2016-04-14 00:13:07.044090,,,,1.0,,
2016-04-14 00:13:07.045738,,13.0,,,,
2016-04-14 00:13:07.911713,,,,2.0,,
2016-04-14 00:13:07.913215,,22.0,,,,
2016-04-14 00:13:08.914533,,,,1.0,,
2016-04-14 00:13:08.916159,,26.0,,,,
2016-04-14 00:13:09.917847,,,,3.0,,
2016-04-14 00:13:09.919502,,25.0,,,,
2016-04-14 00:13:10.388280,,,,,43.41,
2016-04-14 00:13:10.389314,,,,,,1.0
2016-04-14 00:13:10.391103,,,43.4,,,
2016-04-14 00:13:10.391727,,,,9.0,,
2016-04-14 00:13:10.392526,43.41,,,,,
2016-04-14 00:13:10.393160,,5.0,,,,
2016-04-14 00:13:10.393892,,,,9.0,,
2016-04-14 00:13:10.394575,,5.0,,,,
2016-04-14 00:13:10.395184,,,,6.0,,
2016-04-14 00:13:10.395794,,16.0,,,,
2016-04-14 00:13:10.720626,,44.0,,,,
2016-04-14 00:13:11.758149,,,,11.0,,
2016-04-14 00:13:11.759700,,8.0,,,,
2016-04-14 00:13:11.993218,43.42,,,,,
2016-04-14 00:13:11.994522,,51.0,,,,
